Отчёт по продажам;
Период: с 01/12/2019 по 05/06/2022;
Итого: 2929230.00;
;
Дата продажи;Код;Наименование;Количество;Сумма;Итого за дату;
13/03/2021;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;4;560.00;20780.00;
13/03/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;5;500.00;20780.00;
13/03/2021;29;марципановые фрукты в ассортименте;5;250.00;20780.00;
13/03/2021;34;набор для лепки;5;2500.00;20780.00;
13/03/2021;37;осмотр музея;10;1000.00;20780.00;
13/03/2021;35;мастер-класс;11;6600.00;20780.00;
13/03/2021;28;конфеты кедровые в ассортименте;30;900.00;20780.00;
14/03/2021;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;230.00;47360.00;
14/03/2021;4;Fun marzipan для лепки 75 г;1;270.00;47360.00;
14/03/2021;38;экскурсия в музее;1;150.00;47360.00;
14/03/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;47360.00;
14/03/2021;18;Марципан батончик апельсин Грондард;1;100.00;47360.00;
14/03/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;100.00;47360.00;
14/03/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);1;120.00;47360.00;
14/03/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);2;560.00;47360.00;
14/03/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;2;200.00;47360.00;
14/03/2021;31;музей лекция;2;560.00;47360.00;
14/03/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;47360.00;
14/03/2021;16;картошка с мокко;2;500.00;47360.00;
14/03/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;3;360.00;47360.00;
14/03/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);3;1140.00;47360.00;
14/03/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;3;840.00;47360.00;
14/03/2021;2;Шок.конфеты грондард в шоколадной глазури ореховая нуга/марципан к/к ацтек россия 140г;3;840.00;47360.00;
14/03/2021;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;3;420.00;47360.00;
14/03/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;4;1200.00;47360.00;
14/03/2021;17;конфеты негл.Марципановая картошка 160г.;4;1000.00;47360.00;
14/03/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;4;400.00;47360.00;
14/03/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;4;400.00;47360.00;
14/03/2021;19;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;4;400.00;47360.00;
14/03/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;4;400.00;47360.00;
14/03/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";5;1250.00;47360.00;
14/03/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;5;1400.00;47360.00;
14/03/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;6;1380.00;47360.00;
14/03/2021;5;конфеты;6;1680.00;47360.00;
14/03/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;6;720.00;47360.00;
14/03/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;7;700.00;47360.00;
14/03/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;7;1260.00;47360.00;
14/03/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;9;900.00;47360.00;
14/03/2021;30;марципан в элитном шоколаде;10;600.00;47360.00;
14/03/2021;37;осмотр музея;11;1100.00;47360.00;
14/03/2021;34;набор для лепки;11;5500.00;47360.00;
14/03/2021;40;чай;12;120.00;47360.00;
14/03/2021;29;марципановые фрукты в ассортименте;22;1100.00;47360.00;
14/03/2021;28;конфеты кедровые в ассортименте;29;870.00;47360.00;
14/03/2021;35;мастер-класс;30;18000.00;47360.00;
16/03/2021;35;мастер-класс;1;600.00;750.00;
16/03/2021;29;марципановые фрукты в ассортименте;3;150.00;750.00;
17/03/2021;29;марципановые фрукты в ассортименте;1;50.00;1390.00;
17/03/2021;28;конфеты кедровые в ассортименте;2;60.00;1390.00;
17/03/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;4;480.00;1390.00;
17/03/2021;37;осмотр музея;8;800.00;1390.00;
19/03/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;240.00;
20/03/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;5380.00;
20/03/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;100.00;5380.00;
20/03/2021;28;конфеты кедровые в ассортименте;1;30.00;5380.00;
20/03/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;5380.00;
20/03/2021;18;Марципан батончик апельсин Грондард;1;100.00;5380.00;
20/03/2021;4;Fun marzipan для лепки 75 г;2;540.00;5380.00;
20/03/2021;40;чай;2;20.00;5380.00;
20/03/2021;35;мастер-класс;3;1800.00;5380.00;
20/03/2021;31;музей лекция;3;840.00;5380.00;
20/03/2021;29;марципановые фрукты в ассортименте;6;300.00;5380.00;
20/03/2021;37;осмотр музея;10;1000.00;5380.00;
21/03/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;1;230.00;12230.00;
21/03/2021;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;230.00;12230.00;
21/03/2021;30;марципан в элитном шоколаде;1;60.00;12230.00;
21/03/2021;4;Fun marzipan для лепки 75 г;1;270.00;12230.00;
21/03/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;100.00;12230.00;
21/03/2021;29;марципановые фрукты в ассортименте;1;50.00;12230.00;
21/03/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;280.00;12230.00;
21/03/2021;5;конфеты;2;560.00;12230.00;
21/03/2021;38;экскурсия в музее;2;300.00;12230.00;
21/03/2021;28;конфеты кедровые в ассортименте;2;60.00;12230.00;
21/03/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;2;700.00;12230.00;
21/03/2021;17;конфеты негл.Марципановая картошка 160г.;3;750.00;12230.00;
21/03/2021;31;музей лекция;3;840.00;12230.00;
21/03/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;3;360.00;12230.00;
21/03/2021;34;набор для лепки;3;1500.00;12230.00;
21/03/2021;40;чай;4;40.00;12230.00;
21/03/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;4;400.00;12230.00;
21/03/2021;35;мастер-класс;6;3600.00;12230.00;
21/03/2021;37;осмотр музея;19;1900.00;12230.00;
23/03/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;4940.00;
23/03/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;4940.00;
23/03/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;280.00;4940.00;
23/03/2021;29;марципановые фрукты в ассортименте;1;50.00;4940.00;
23/03/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;4940.00;
23/03/2021;16;картошка с мокко;1;250.00;4940.00;
23/03/2021;17;конфеты негл.Марципановая картошка 160г.;2;500.00;4940.00;
23/03/2021;4;Fun marzipan для лепки 75 г;2;540.00;4940.00;
23/03/2021;35;мастер-класс;3;1800.00;4940.00;
23/03/2021;37;осмотр музея;8;800.00;4940.00;
24/03/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;4130.00;
24/03/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;4130.00;
24/03/2021;29;марципановые фрукты в ассортименте;2;100.00;4130.00;
24/03/2021;35;мастер-класс;3;1800.00;4130.00;
24/03/2021;31;музей лекция;3;840.00;4130.00;
24/03/2021;28;конфеты кедровые в ассортименте;4;120.00;4130.00;
24/03/2021;37;осмотр музея;9;900.00;4130.00;
25/03/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;6290.00;
25/03/2021;35;мастер-класс;1;600.00;6290.00;
25/03/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;280.00;6290.00;
25/03/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;6290.00;
25/03/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;6290.00;
25/03/2021;16;картошка с мокко;1;250.00;6290.00;
25/03/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;100.00;6290.00;
25/03/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;280.00;6290.00;
25/03/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;2;460.00;6290.00;
25/03/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";2;500.00;6290.00;
25/03/2021;31;музей лекция;2;560.00;6290.00;
25/03/2021;5;конфеты;3;840.00;6290.00;
25/03/2021;4;Fun marzipan для лепки 75 г;4;1080.00;6290.00;
25/03/2021;37;осмотр музея;8;800.00;6290.00;
26/03/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;7350.00;
26/03/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;7350.00;
26/03/2021;34;набор для лепки;1;500.00;7350.00;
26/03/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;7350.00;
